Part Type,ID,Operation,Date,Status
C,2533,Op4,11/16/2025 07:37 AM,Review
D,5477,Op1,04/02/2025 10:40 AM,Good
A,7436,Op2,07/28/2025 12:19 AM,Review
B,9638,Op4,12/21/2025 02:31 AM,Good
C,8166,Op2,07/29/2025 06:52 PM,Review
B,9124,Op3,02/25/2025 02:53 PM,Review
B,2002,Op3,10/25/2025 03:14 AM,Review
D,6988,Op4,01/01/2026 11:12 PM,Good
B,9242,Op4,03/27/2025 01:30 AM,Good
C,3984,Op2,05/17/2025 04:10 PM,Good
A,6975,Op1,03/12/2025 04:21 AM,Review
A,1210,Op2,11/23/2025 11:40 AM,Scrap
D,9040,Op4,04/22/2025 12:36 PM,Review
A,3647,Op1,12/28/2025 03:07 AM,Good
D,3391,Op3,09/13/2025 11:13 PM,Good
B,9281,Op3,06/24/2025 08:44 PM,Review
D,5658,Op2,05/05/2025 01:34 AM,Good
B,4138,Op1,01/04/2026 02:53 PM,Good
D,9393,Op2,06/02/2025 11:54 AM,Scrap
B,7140,Op2,05/04/2025 08:06 AM,Scrap
A,8140,Op3,05/24/2025 07:11 PM,Good
B,7817,Op2,05/10/2025 01:43 AM,Review
A,2639,Op4,07/02/2025 12:26 AM,Scrap
D,8085,Op2,05/21/2025 07:58 AM,Review
C,6030,Op4,09/04/2025 09:19 AM,Good
B,8116,Op2,11/10/2025 09:52 PM,Scrap
D,1486,Op3,05/12/2025 09:59 AM,Review
A,6162,Op3,03/29/2025 08:44 AM,Scrap
A,9950,Op4,11/24/2025 03:38 AM,Scrap
B,4338,Op4,07/26/2025 10:39 PM,Good
A,9622,Op3,04/23/2025 12:53 AM,Good
A,6688,Op3,02/02/2025 03:51 AM,Scrap
B,3971,Op2,03/08/2025 12:17 AM,Good
C,3759,Op3,08/09/2025 11:27 AM,Scrap
D,4955,Op2,05/13/2025 04:50 PM,Scrap
A,2532,Op4,06/05/2025 02:29 AM,Good
A,7603,Op1,06/27/2025 06:59 AM,Scrap
B,4969,Op2,04/29/2025 12:27 AM,Good
D,3706,Op4,08/10/2025 04:18 AM,Review
C,9699,Op4,10/21/2025 06:24 AM,Review
B,5902,Op2,06/27/2025 04:29 PM,Review
B,4249,Op4,07/01/2025 06:50 AM,Scrap
D,1413,Op4,05/21/2025 06:01 PM,Good
A,7448,Op3,03/02/2025 09:48 AM,Scrap
B,2859,Op1,09/18/2025 04:22 AM,Good
D,7756,Op2,05/25/2025 06:47 AM,Review
B,3678,Op3,08/31/2025 11:54 PM,Scrap
A,3089,Op4,07/27/2025 12:53 AM,Scrap
C,3799,Op2,07/29/2025 07:01 AM,Scrap
A,4446,Op3,06/27/2025 01:20 AM,Scrap
C,3657,Op4,09/18/2025 12:22 AM,Review
A,2077,Op2,05/28/2025 06:38 PM,Good
C,1783,Op1,06/01/2025 02:41 PM,Scrap
C,5048,Op2,04/09/2025 08:41 AM,Good
D,9894,Op3,12/26/2025 01:04 AM,Review
B,5009,Op3,10/08/2025 11:19 AM,Scrap
A,5310,Op4,07/29/2025 08:09 AM,Good
A,2711,Op4,12/31/2025 09:20 PM,Review
D,7163,Op4,01/26/2025 05:36 PM,Review
C,5096,Op4,09/09/2025 01:30 AM,Scrap
A,7181,Op4,01/16/2025 03:41 AM,Review
D,1370,Op1,12/07/2025 10:43 AM,Review
D,1769,Op4,12/27/2025 09:06 AM,Review
C,6622,Op4,09/30/2025 02:59 AM,Review
C,2379,Op4,04/04/2025 11:55 PM,Scrap
B,6099,Op3,09/12/2025 03:15 PM,Scrap
C,8099,Op2,09/03/2025 01:09 AM,Review
C,8777,Op2,11/07/2025 03:36 AM,Review
A,6513,Op4,07/07/2025 01:17 AM,Review
A,7015,Op4,11/29/2025 05:06 PM,Scrap
D,4405,Op3,05/08/2025 12:49 AM,Good
C,8577,Op3,04/03/2025 04:59 AM,Scrap
D,7095,Op4,05/05/2025 08:03 AM,Good
B,2770,Op2,11/13/2025 09:47 AM,Good
D,5919,Op3,01/22/2025 03:15 PM,Scrap
D,9849,Op2,01/14/2026 04:15 AM,Good
D,2485,Op3,10/26/2025 11:27 AM,Good
D,8342,Op4,01/15/2026 07:03 PM,Scrap
C,3036,Op1,10/17/2025 01:38 AM,Scrap
B,3553,Op1,11/08/2025 02:23 PM,Good
B,8775,Op3,12/30/2025 02:32 AM,Scrap
D,4226,Op3,03/02/2025 07:05 AM,Good
C,5485,Op1,11/04/2025 03:45 AM,Good
A,4964,Op4,02/07/2025 05:31 PM,Review
A,2773,Op3,11/25/2025 04:47 PM,Good
A,9464,Op1,10/08/2025 03:06 PM,Scrap
B,7904,Op1,05/15/2025 06:47 AM,Scrap
B,9646,Op1,11/20/2025 08:13 PM,Review
B,2997,Op3,05/18/2025 05:33 AM,Scrap
B,5208,Op2,04/04/2025 08:13 PM,Scrap
A,1755,Op4,09/30/2025 01:25 PM,Scrap
D,4501,Op3,02/19/2025 05:07 AM,Review
C,7350,Op4,03/09/2025 04:02 AM,Scrap
D,4282,Op2,03/27/2025 06:54 AM,Review
C,6989,Op2,01/02/2026 10:24 AM,Review
A,5450,Op3,07/19/2025 07:12 PM,Good
C,6238,Op3,08/06/2025 10:23 AM,Review
A,4786,Op2,12/23/2025 01:36 PM,Good
A,5745,Op1,11/08/2025 05:49 AM,Scrap
A,9240,Op1,07/19/2025 11:23 AM,Review
B,4722,Op1,06/20/2025 08:38 PM,Scrap
C,2813,Op4,10/18/2025 06:33 PM,Review
B,3073,Op3,03/29/2025 10:06 PM,Review
B,2846,Op1,03/27/2025 06:31 PM,Review
A,2909,Op4,04/28/2025 10:58 AM,Good
B,4850,Op1,03/25/2025 12:37 AM,Scrap
C,6794,Op4,04/13/2025 02:06 AM,Review
C,6841,Op3,02/04/2025 03:05 PM,Good
A,1078,Op3,05/04/2025 04:50 AM,Good
A,1517,Op1,08/14/2025 09:47 AM,Scrap
B,8976,Op2,03/06/2025 02:36 AM,Review
B,7105,Op4,01/24/2025 07:36 PM,Scrap
A,9779,Op4,11/06/2025 01:44 PM,Good
A,3211,Op3,04/06/2025 12:06 AM,Good
B,2488,Op2,01/15/2026 11:52 AM,Review
D,1213,Op4,01/19/2025 10:05 PM,Good
D,5565,Op1,03/01/2025 06:19 PM,Scrap
D,6853,Op2,04/26/2025 02:49 PM,Scrap
B,9583,Op2,07/17/2025 08:17 PM,Scrap
C,1930,Op2,01/18/2025 07:08 PM,Good
B,8436,Op2,06/06/2025 04:11 PM,Good
C,8354,Op1,04/08/2025 04:56 AM,Scrap
D,9140,Op1,07/15/2025 07:53 PM,Good
A,7626,Op4,08/15/2025 09:44 AM,Good
D,4806,Op2,06/19/2025 09:49 AM,Scrap
D,7265,Op3,03/05/2025 07:00 AM,Scrap
D,4318,Op2,07/06/2025 10:59 PM,Review
D,8408,Op4,11/16/2025 07:24 PM,Good
C,2391,Op3,10/27/2025 04:33 PM,Review
D,2182,Op3,02/01/2025 09:28 AM,Scrap
A,4578,Op2,02/28/2025 05:07 AM,Scrap
D,3682,Op1,07/19/2025 03:58 AM,Good
B,5120,Op2,04/06/2025 01:06 AM,Good
C,2383,Op2,04/10/2025 03:36 PM,Scrap
C,2839,Op2,12/05/2025 05:14 PM,Review
B,8325,Op2,02/15/2025 04:06 PM,Scrap
A,4754,Op4,07/18/2025 02:31 PM,Review
B,5374,Op4,04/01/2025 08:05 PM,Review
D,9861,Op3,11/02/2025 10:00 PM,Scrap
B,4451,Op3,12/11/2025 08:45 PM,Scrap
C,1556,Op4,09/03/2025 11:01 AM,Scrap
B,3378,Op2,03/10/2025 12:51 AM,Review
D,4536,Op2,12/01/2025 03:21 AM,Review
B,2999,Op2,09/02/2025 08:07 PM,Scrap
D,3888,Op4,01/24/2025 06:11 PM,Good
A,9609,Op3,01/14/2026 12:37 AM,Review
C,7714,Op3,04/16/2025 06:19 PM,Good
C,5050,Op1,07/30/2025 07:29 PM,Review
B,9216,Op3,04/12/2025 12:40 PM,Scrap
B,2062,Op1,08/11/2025 10:27 PM,Good
D,5290,Op1,10/31/2025 01:05 AM,Review
A,9291,Op3,08/22/2025 02:40 AM,Review
A,9106,Op1,03/09/2025 08:01 AM,Scrap
B,9656,Op3,06/23/2025 02:39 PM,Review
B,1081,Op1,12/14/2025 04:00 AM,Scrap
A,8711,Op3,12/11/2025 05:39 AM,Good
D,1527,Op3,12/16/2025 06:50 PM,Good
C,7245,Op4,02/09/2025 01:51 PM,Good
B,6136,Op1,06/08/2025 06:28 PM,Good
D,8200,Op4,02/07/2025 04:29 PM,Review
D,9564,Op3,11/02/2025 03:12 AM,Review
D,7119,Op4,11/22/2025 10:01 PM,Good
B,2040,Op1,11/14/2025 05:03 PM,Review
C,7583,Op1,01/04/2026 11:15 PM,Scrap
A,7077,Op4,02/06/2025 09:04 AM,Good
A,2472,Op3,10/10/2025 12:28 AM,Good
A,1857,Op4,12/06/2025 12:57 PM,Good
D,8033,Op4,04/03/2025 12:44 PM,Scrap
B,9267,Op3,09/28/2025 06:23 PM,Good
D,4589,Op3,08/14/2025 06:39 PM,Scrap
C,7092,Op1,08/11/2025 06:47 PM,Review
A,7176,Op1,06/27/2025 01:20 AM,Review
A,9335,Op1,02/13/2025 09:51 PM,Good
D,6613,Op2,06/06/2025 09:06 PM,Scrap
A,9869,Op1,12/01/2025 09:32 AM,Good
C,9400,Op2,09/25/2025 04:09 PM,Scrap
B,1749,Op3,07/26/2025 10:21 PM,Good
D,2651,Op1,11/04/2025 11:25 PM,Scrap
B,4769,Op1,01/16/2025 09:42 PM,Review
A,3825,Op4,01/18/2025 05:59 PM,Scrap
A,1700,Op3,03/17/2025 09:23 AM,Good
A,7816,Op4,11/10/2025 03:13 AM,Review
C,3094,Op4,07/26/2025 12:03 AM,Good
D,7026,Op2,06/18/2025 09:23 PM,Scrap
B,4120,Op3,09/22/2025 11:53 PM,Review
C,5670,Op2,06/14/2025 03:52 AM,Scrap
C,5375,Op2,03/15/2025 10:12 PM,Scrap
C,1654,Op1,03/04/2025 03:19 AM,Good
C,5744,Op3,06/19/2025 02:15 PM,Scrap
D,7995,Op3,03/01/2025 08:18 AM,Good
D,9883,Op2,12/04/2025 04:58 AM,Scrap
D,7278,Op1,01/15/2026 12:39 PM,Good
D,8545,Op2,07/29/2025 03:34 PM,Good
B,1065,Op3,03/15/2025 04:59 AM,Scrap
C,2240,Op4,07/23/2025 04:17 AM,Good
B,1761,Op3,06/05/2025 05:46 PM,Review
D,5232,Op2,09/29/2025 06:52 AM,Review
D,2907,Op3,02/23/2025 03:54 PM,Review
A,6740,Op2,12/07/2025 03:58 AM,Scrap
B,3026,Op2,04/04/2025 07:47 AM,Scrap
C,6466,Op1,07/24/2025 08:54 PM,Review
B,9507,Op4,03/23/2025 06:42 AM,Good
C,2296,Op1,07/16/2025 12:56 PM,Good
D,6184,Op3,10/29/2025 02:49 PM,Scrap
C,6615,Op4,08/31/2025 04:29 AM,Good
D,9553,Op4,02/25/2025 07:00 PM,Scrap
A,5943,Op4,09/03/2025 08:13 PM,Review
B,2302,Op1,10/21/2025 01:11 AM,Good
B,8269,Op1,08/29/2025 04:34 PM,Scrap
A,4693,Op3,02/10/2025 01:48 PM,Review
D,1904,Op2,07/09/2025 05:33 PM,Scrap
A,5705,Op2,06/20/2025 03:12 PM,Scrap
A,8274,Op4,09/21/2025 03:44 PM,Scrap
A,1457,Op4,03/07/2025 06:09 AM,Scrap
A,7367,Op4,08/29/2025 10:53 AM,Scrap
B,7996,Op2,03/18/2025 07:11 PM,Good
D,6954,Op1,12/16/2025 02:26 AM,Good
C,5820,Op1,03/31/2025 09:26 PM,Scrap
C,6828,Op4,06/21/2025 12:48 PM,Good
A,2856,Op3,01/11/2026 05:49 AM,Good
C,2154,Op1,07/09/2025 03:28 AM,Good
A,2301,Op3,11/03/2025 09:09 AM,Good
A,4068,Op1,01/25/2025 05:38 AM,Scrap
A,2593,Op4,11/27/2025 05:45 PM,Review
A,6983,Op1,03/12/2025 08:19 AM,Scrap
D,8505,Op1,06/20/2025 09:43 PM,Review
B,5585,Op4,10/13/2025 11:20 AM,Review
C,5773,Op3,06/15/2025 03:43 PM,Scrap
C,8550,Op3,06/25/2025 10:34 AM,Scrap
A,7990,Op1,03/12/2025 08:20 PM,Review
C,9388,Op3,12/21/2025 03:46 AM,Review
B,4290,Op2,11/05/2025 11:25 PM,Good
C,4872,Op3,01/29/2025 09:53 PM,Scrap
B,8183,Op1,06/24/2025 06:44 PM,Review
D,8256,Op4,03/10/2025 10:04 PM,Scrap
D,3042,Op2,04/17/2025 05:38 AM,Scrap
B,8071,Op1,06/13/2025 11:12 AM,Good
D,8633,Op3,12/08/2025 09:44 PM,Scrap
C,7256,Op2,05/27/2025 11:06 PM,Good
B,7182,Op4,12/23/2025 05:08 PM,Good
C,8346,Op4,05/16/2025 06:30 PM,Review
B,4476,Op3,11/26/2025 09:24 PM,Good
C,3481,Op2,05/15/2025 07:29 PM,Review
A,1355,Op1,04/14/2025 08:27 PM,Good
D,4640,Op4,12/27/2025 06:09 PM,Good
D,9562,Op1,01/04/2026 09:04 PM,Review
C,1026,Op1,08/18/2025 04:39 PM,Good
D,2437,Op3,08/19/2025 05:37 PM,Review
C,7973,Op1,12/10/2025 03:00 PM,Good
D,2245,Op4,07/06/2025 11:55 PM,Scrap
A,6619,Op2,08/16/2025 02:02 AM,Review
A,6199,Op3,10/04/2025 09:21 PM,Scrap
A,6130,Op1,09/20/2025 03:32 PM,Scrap
A,3183,Op2,05/24/2025 09:51 PM,Good
A,9327,Op1,09/10/2025 06:23 PM,Good
A,8699,Op2,04/14/2025 11:12 AM,Review
C,2521,Op2,10/12/2025 04:24 PM,Review
A,1170,Op2,10/22/2025 09:53 PM,Good
B,8580,Op2,08/02/2025 12:58 PM,Scrap
B,3722,Op4,03/02/2025 07:56 PM,Good
C,3567,Op3,08/14/2025 02:23 AM,Scrap
D,9493,Op4,09/23/2025 04:23 PM,Good
B,4080,Op3,06/24/2025 10:36 AM,Review
A,3779,Op4,05/05/2025 09:52 AM,Scrap
D,6392,Op1,10/06/2025 06:16 AM,Scrap
C,3185,Op4,03/01/2025 12:01 PM,Scrap
B,9315,Op1,06/04/2025 03:14 PM,Review
A,3599,Op3,10/14/2025 06:30 PM,Scrap
A,8471,Op3,11/20/2025 06:50 PM,Good
A,7587,Op3,12/08/2025 08:51 PM,Scrap
C,2028,Op3,04/07/2025 06:20 PM,Good
B,9575,Op1,10/27/2025 12:56 AM,Good
B,5396,Op2,03/24/2025 04:42 AM,Review
D,3522,Op2,07/11/2025 01:14 AM,Review
C,7619,Op3,08/04/2025 01:59 AM,Good
D,2049,Op2,09/28/2025 06:20 PM,Scrap
C,3040,Op3,07/17/2025 08:45 PM,Good
D,3137,Op4,07/25/2025 08:03 PM,Review
D,1690,Op3,12/10/2025 09:07 PM,Scrap
D,7719,Op2,06/27/2025 03:09 AM,Good
D,2308,Op2,09/15/2025 03:09 PM,Scrap
C,4254,Op2,01/12/2026 02:07 AM,Review
A,2645,Op1,07/09/2025 02:34 PM,Good
A,7938,Op2,12/15/2025 11:17 PM,Good
B,3191,Op2,08/19/2025 01:53 AM,Good
C,5390,Op2,07/13/2025 03:47 AM,Review
A,3229,Op2,09/15/2025 03:34 AM,Scrap
C,5489,Op2,11/20/2025 12:28 AM,Review
D,6455,Op2,10/21/2025 02:48 AM,Scrap
C,4299,Op4,07/10/2025 03:57 AM,Good
C,3804,Op4,03/03/2025 10:22 PM,Review
C,4883,Op1,11/29/2025 05:21 AM,Scrap
D,7678,Op3,07/03/2025 07:18 PM,Review
C,8952,Op3,06/30/2025 06:51 PM,Good
C,2439,Op2,02/10/2025 02:05 PM,Scrap
C,2249,Op1,09/05/2025 12:20 PM,Good
B,2356,Op4,07/29/2025 07:52 PM,Review
B,9326,Op4,06/16/2025 05:36 AM,Scrap
A,9881,Op1,03/16/2025 05:55 PM,Good
A,4826,Op1,10/13/2025 06:58 PM,Review
B,7420,Op2,12/09/2025 06:00 PM,Good
C,9456,Op2,02/02/2025 08:39 PM,Review
C,7346,Op1,05/05/2025 04:14 AM,Scrap
B,9953,Op3,07/02/2025 04:06 AM,Review
B,7740,Op1,01/30/2025 09:36 PM,Scrap
C,2006,Op4,11/18/2025 08:28 AM,Review
B,8171,Op2,01/01/2026 05:17 PM,Good
C,7349,Op3,04/11/2025 03:28 AM,Scrap
A,3782,Op3,07/10/2025 03:07 AM,Good
C,8689,Op3,09/26/2025 08:00 AM,Review
D,3215,Op2,06/11/2025 05:30 PM,Review
B,2936,Op2,09/12/2025 07:45 AM,Good
D,3584,Op3,04/24/2025 10:42 AM,Review
B,8469,Op4,09/13/2025 04:55 AM,Review
D,2669,Op3,03/23/2025 06:50 PM,Review
A,1659,Op4,05/01/2025 07:55 AM,Review
A,6845,Op3,10/18/2025 11:37 AM,Review
C,4449,Op3,11/03/2025 04:37 AM,Good
C,1723,Op4,01/16/2026 02:00 AM,Good
D,7825,Op3,04/24/2025 11:42 PM,Scrap
D,1201,Op3,07/12/2025 08:31 PM,Good
A,6891,Op1,12/28/2025 10:02 AM,Good
D,5861,Op1,07/31/2025 02:46 AM,Good
B,6707,Op1,12/03/2025 09:50 AM,Scrap
A,5795,Op1,07/10/2025 05:58 AM,Scrap
C,7191,Op4,12/18/2025 11:02 PM,Scrap
C,8082,Op3,12/28/2025 04:21 PM,Good
A,5462,Op4,05/17/2025 10:47 PM,Good
A,5870,Op4,05/08/2025 03:30 AM,Review
C,7951,Op1,03/08/2025 10:36 AM,Review
A,7473,Op2,04/20/2025 05:45 AM,Good
A,2868,Op1,02/08/2025 04:23 AM,Scrap
C,3665,Op4,01/20/2025 07:00 PM,Scrap
B,7501,Op2,09/18/2025 10:22 AM,Scrap
D,9430,Op4,05/19/2025 05:01 PM,Good
A,8308,Op2,04/30/2025 01:16 PM,Good
B,4066,Op1,12/17/2025 07:59 PM,Good
A,1541,Op2,04/24/2025 09:03 AM,Review
C,5410,Op3,03/30/2025 12:59 PM,Review
A,2835,Op1,08/01/2025 11:00 AM,Good
B,1013,Op1,05/27/2025 10:22 PM,Scrap
C,7598,Op3,03/11/2025 08:13 PM,Scrap
C,7482,Op3,02/26/2025 08:10 AM,Review
A,9233,Op4,02/09/2025 01:26 PM,Review
D,2299,Op4,12/25/2025 12:42 AM,Scrap
D,3172,Op1,11/05/2025 02:42 AM,Review
B,6674,Op4,04/06/2025 09:30 AM,Good
D,8564,Op1,04/10/2025 06:15 PM,Scrap
B,4014,Op1,01/23/2025 07:04 PM,Review
C,5070,Op2,10/09/2025 11:46 PM,Review
A,8851,Op3,10/24/2025 05:02 PM,Good
A,2151,Op3,02/18/2025 09:07 AM,Good
B,2333,Op4,12/29/2025 09:29 PM,Scrap
D,9392,Op1,12/11/2025 02:20 AM,Scrap
D,6390,Op1,12/12/2025 08:09 AM,Review
D,5347,Op1,06/18/2025 05:44 AM,Review
C,2780,Op2,01/08/2026 06:12 PM,Review
D,7657,Op4,03/17/2025 01:29 PM,Scrap
B,4944,Op1,10/05/2025 03:20 PM,Scrap
D,3911,Op4,03/10/2025 02:05 AM,Good
D,3423,Op2,12/31/2025 08:13 AM,Good
C,7982,Op4,04/05/2025 05:13 AM,Scrap
C,5075,Op4,05/16/2025 08:33 PM,Scrap
A,1292,Op2,05/11/2025 01:14 AM,Scrap
A,4719,Op3,01/07/2026 09:22 AM,Review
B,7674,Op3,06/16/2025 02:13 AM,Review
D,9367,Op2,06/17/2025 12:14 AM,Review
A,4312,Op1,05/25/2025 08:31 AM,Review
D,5898,Op1,08/14/2025 10:12 PM,Review
D,4141,Op3,02/03/2025 06:23 PM,Review
B,8053,Op2,06/13/2025 01:49 PM,Review
C,9719,Op4,02/26/2025 11:40 AM,Scrap
A,9659,Op4,10/10/2025 09:56 PM,Review
A,3988,Op4,09/20/2025 07:20 AM,Good
A,5641,Op4,07/21/2025 12:05 PM,Review
D,6734,Op3,11/28/2025 07:01 PM,Scrap
D,9028,Op1,10/31/2025 01:51 AM,Scrap
D,5359,Op4,02/08/2025 10:02 PM,Scrap
C,4377,Op2,05/22/2025 01:44 PM,Review
C,5002,Op4,11/16/2025 07:47 AM,Scrap
B,9425,Op4,11/04/2025 11:58 AM,Review
C,9277,Op4,12/27/2025 10:58 AM,Review
A,2123,Op2,01/08/2026 09:20 PM,Good
B,6463,Op1,03/01/2025 12:36 AM,Scrap
D,4378,Op3,11/16/2025 05:32 AM,Scrap
A,1330,Op4,09/09/2025 10:50 AM,Good
C,9558,Op2,11/17/2025 09:53 PM,Review
C,1477,Op1,03/24/2025 06:26 AM,Scrap
D,4896,Op4,07/31/2025 07:21 PM,Scrap
B,8547,Op2,08/23/2025 12:14 PM,Good
B,3960,Op2,03/16/2025 06:49 PM,Review
A,5844,Op4,10/20/2025 12:44 AM,Scrap
A,5229,Op3,05/04/2025 01:08 PM,Review
A,8350,Op3,05/20/2025 05:33 PM,Scrap
C,3652,Op3,05/17/2025 05:05 PM,Scrap
A,1606,Op1,10/09/2025 10:11 PM,Good
A,5983,Op4,11/24/2025 01:51 PM,Good
B,2750,Op2,04/12/2025 07:19 AM,Good
B,2231,Op4,07/10/2025 03:47 PM,Good
D,9138,Op2,10/25/2025 09:41 PM,Scrap
A,3890,Op2,06/01/2025 09:07 AM,Scrap
D,5202,Op2,12/25/2025 03:20 AM,Review
B,7076,Op2,06/25/2025 09:01 AM,Review
C,8103,Op2,04/13/2025 04:05 AM,Good
A,5636,Op4,02/27/2025 09:47 AM,Review
D,3863,Op4,10/15/2025 04:01 AM,Review
D,2210,Op3,09/25/2025 06:48 PM,Good
D,5007,Op1,07/16/2025 04:06 AM,Scrap
C,3546,Op1,05/18/2025 05:32 AM,Good
D,5336,Op3,09/20/2025 02:47 PM,Scrap
C,8427,Op2,01/29/2025 08:17 PM,Scrap
B,6422,Op1,04/11/2025 09:16 AM,Scrap
C,2366,Op1,09/09/2025 08:12 AM,Review
C,3387,Op3,03/09/2025 03:33 AM,Scrap
A,1372,Op1,12/17/2025 08:31 AM,Review
B,1740,Op3,09/30/2025 03:26 PM,Good
A,2026,Op4,09/09/2025 08:55 PM,Review
D,3757,Op2,02/20/2025 12:10 AM,Scrap
B,7700,Op4,01/30/2025 04:10 PM,Good
D,6328,Op2,05/01/2025 11:34 AM,Scrap
A,2769,Op1,08/16/2025 02:50 PM,Good
C,6146,Op2,11/15/2025 07:45 AM,Good
B,8384,Op3,04/09/2025 03:34 AM,Scrap
C,9414,Op4,05/04/2025 04:10 PM,Review
C,6748,Op2,09/07/2025 10:57 AM,Good
A,4122,Op1,09/06/2025 07:37 PM,Good
B,3604,Op2,05/08/2025 01:00 AM,Scrap
C,5376,Op2,03/12/2025 07:44 AM,Good
D,3514,Op3,01/20/2025 11:17 PM,Scrap
C,6190,Op2,12/22/2025 03:19 AM,Review
D,9064,Op1,10/30/2025 04:57 PM,Good
B,7910,Op4,11/24/2025 10:14 AM,Good
C,2948,Op3,11/10/2025 07:05 PM,Good
D,4672,Op4,07/12/2025 09:05 PM,Good
A,4555,Op3,12/24/2025 10:53 AM,Review
C,8339,Op3,06/09/2025 09:54 PM,Review
A,5178,Op2,12/30/2025 12:35 AM,Good
B,7131,Op1,12/13/2025 01:36 AM,Review
A,1943,Op4,08/03/2025 12:08 AM,Scrap
D,3743,Op2,02/08/2025 09:58 PM,Good
D,2547,Op4,07/08/2025 04:10 PM,Review
A,5413,Op3,12/19/2025 04:20 PM,Scrap
C,4179,Op2,01/19/2025 08:49 AM,Review
D,4087,Op3,04/17/2025 12:01 AM,Scrap
B,8840,Op3,04/10/2025 05:25 PM,Good
C,7081,Op3,09/05/2025 05:03 PM,Good
B,7070,Op2,09/11/2025 02:09 PM,Scrap
A,3114,Op3,03/08/2025 08:26 AM,Review
B,3891,Op1,12/01/2025 07:58 PM,Scrap
A,4809,Op1,05/06/2025 04:55 AM,Review
A,4886,Op1,09/23/2025 02:50 PM,Scrap
A,2115,Op1,11/27/2025 07:22 AM,Scrap
C,2091,Op3,03/07/2025 11:22 AM,Good
B,9109,Op3,03/29/2025 02:50 PM,Review
D,2441,Op4,08/14/2025 10:19 AM,Good
C,1106,Op4,08/25/2025 09:14 PM,Review
A,4900,Op4,12/06/2025 02:34 PM,Review
B,3839,Op2,03/30/2025 03:07 AM,Good
A,3307,Op2,10/21/2025 12:30 AM,Good
B,1536,Op4,10/21/2025 09:42 PM,Review
C,2434,Op2,08/07/2025 09:14 AM,Review
C,2122,Op3,12/20/2025 01:52 AM,Scrap
D,4798,Op4,09/09/2025 06:17 AM,Good
B,1914,Op4,01/24/2025 08:18 PM,Scrap
B,3814,Op2,10/21/2025 12:52 AM,Review
A,7650,Op3,02/25/2025 06:29 AM,Scrap
A,8700,Op1,02/21/2025 08:21 AM,Scrap
A,7507,Op2,10/29/2025 02:06 AM,Good
C,3210,Op4,02/27/2025 02:16 AM,Good
B,9552,Op4,11/09/2025 03:57 AM,Scrap
A,1349,Op2,01/04/2026 02:48 AM,Scrap
B,1122,Op3,10/28/2025 04:37 AM,Scrap
D,7160,Op4,03/12/2025 01:44 PM,Good
A,2201,Op2,07/19/2025 05:47 AM,Scrap
D,3513,Op4,04/07/2025 05:06 PM,Review
B,8941,Op3,05/09/2025 09:50 PM,Scrap
D,6868,Op2,10/12/2025 05:31 AM,Review
A,7299,Op3,06/16/2025 02:55 PM,Scrap
A,1925,Op4,05/18/2025 05:18 PM,Review
D,6331,Op4,01/19/2025 11:02 PM,Review
B,7300,Op1,08/13/2025 07:09 AM,Good
B,2713,Op1,10/20/2025 01:01 PM,Good
D,7921,Op1,09/24/2025 06:27 PM,Scrap
B,5110,Op4,07/17/2025 03:43 AM,Scrap
D,8810,Op2,12/11/2025 01:21 PM,Good
C,9637,Op3,10/12/2025 11:56 AM,Scrap
A,4227,Op4,07/21/2025 06:27 AM,Scrap
B,2756,Op3,07/24/2025 04:56 AM,Review
C,7804,Op1,08/29/2025 05:21 PM,Good
D,5085,Op1,08/14/2025 05:28 AM,Review
B,4225,Op4,01/15/2026 06:41 PM,Review
B,6890,Op1,08/19/2025 07:48 PM,Good
B,5008,Op2,09/15/2025 11:11 PM,Review
B,1569,Op4,05/31/2025 11:07 PM,Review
C,8856,Op2,11/12/2025 09:00 PM,Review
B,9533,Op1,02/07/2025 07:37 PM,Good
C,1655,Op1,05/05/2025 06:41 AM,Good
C,8522,Op2,08/25/2025 12:36 PM,Good
B,6971,Op1,04/08/2025 12:06 AM,Good
A,9470,Op4,08/21/2025 02:39 PM,Good
B,9832,Op2,05/31/2025 01:18 AM,Good
C,1523,Op4,05/20/2025 10:07 PM,Review
D,5759,Op1,03/13/2025 02:38 PM,Scrap
B,3650,Op3,01/20/2025 03:57 AM,Scrap
D,7130,Op3,04/09/2025 03:39 PM,Review
C,8261,Op3,07/27/2025 05:39 AM,Review
C,4531,Op1,02/08/2025 07:13 AM,Review
C,5766,Op1,10/31/2025 10:58 PM,Good
A,2608,Op4,05/09/2025 06:49 PM,Review
C,2768,Op2,09/15/2025 03:25 AM,Good
B,1029,Op1,05/07/2025 10:52 AM,Review
C,5779,Op3,04/17/2025 12:56 AM,Scrap
C,2004,Op4,06/12/2025 07:54 AM,Good
A,9481,Op1,01/27/2025 02:57 PM,Scrap
A,8336,Op3,02/09/2025 09:55 AM,Good
B,8713,Op1,06/12/2025 10:35 PM,Scrap
A,6542,Op1,10/29/2025 09:09 AM,Review
D,1043,Op4,12/13/2025 09:32 AM,Review
D,7054,Op2,05/22/2025 06:17 PM,Good
C,3181,Op2,03/25/2025 03:55 AM,Scrap
B,9015,Op4,05/01/2025 12:11 AM,Review
D,2657,Op4,03/26/2025 12:08 PM,Review
A,8849,Op4,03/03/2025 01:32 AM,Review
C,5694,Op4,11/07/2025 09:08 PM,Good
